Year,Month,Employee Number,Total Cost,Other Cost,Cost of International,Cost of DATA,Cost of Roaming data,Cost of SMS,Cost of Roaming,Cost of Services,Cost of Other Mobile Networks,Cost of Landline,Plans,Features,Tax,Discount,Other,Duration of International,Duration of On net,Number of SMS,Duration of Roaming,Duration of Services,Duration of Other Mobile Networks,Duration of Landline,Number of International Calls,Number of On net Calls,Number of Roaming Calls,Number of Services Calls,Number of Other Mobile Networks calls,Number of Landline Calls,Volume of DATA,Volume of Roaming data,Carrier,Plans_1
2020,January,370279,70.33,69.76,0.57,0,0,0,0,0,0,0,55,0,14.76,0,0,0.125,0,31,0,2.625,12.04166667,10.70833333,2,0,0,11,81,52,2401.6,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,386884,64.28,64.28,0,0,0,0,0,0,0,0,65,0,12.93,-13.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,151240,220.46,66.34,0,14.06,20,0,0,120,0,0,80,3.99,12.51,-17.04,0,0,0,196,0.458333333,1.291666667,3.25,19.125,0,0,3,44,7,49,8524.38,2612.46,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,164134,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,436,0,5,11.20833333,46.70833333,0,0,0,9,74,99,22620.63,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,352469,218.61,64.94,0,0,144,0,0,10,0,0,80,3.99,11.11,-17.04,0,0,0,0,0,0,0,9.041666667,0,0,0,1,0,14,298.21,381.39,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,160492,69.24,69.17,0.07,0,0,0,0,0,0,0,61,0,8.17,0,0,0.041666667,0,51,0,2.708333333,3.625,38.33333333,1,0,0,4,7,59,1011.27,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,54595,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,431,0,2.041666667,15.79166667,116.0833333,0,0,0,5,74,166,24339.03,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,281201,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,14,0,2.75,8.791666667,32.79166667,0,0,0,1,36,57,210.11,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,56951,78.52,68.37,9,1.15,0,0,0,0,0,0,80,3.99,14.54,-17.04,0,1.5,2.458333333,722,0,1.166666667,1.125,36.70833333,4,5,0,14,6,46,5405.51,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,295284,64.28,64.28,0,0,0,0,0,0,0,0,65,0,12.93,-13.65,0,0,0,155,0,12.66666667,2.666666667,27.875,0,0,0,12,31,91,5999.62,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,335041,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,0,0,0,11.08333333,22.91666667,0,0,0,0,23,32,1678.49,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,160833,160.26,64.94,0,19.03,6,0,0,70,0,0,80,3.99,11.11,-17.04,0,0,0.041666667,37,0,0.458333333,2.791666667,28.25,0,1,0,16,16,56,9854.59,1567.02,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,268752,81.59,81.59,0,0,0,0,0,0,0,0,44.99,93.98,12.14,-20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.29,0,ATT US,BMBPNTN450UNWUMM
2020,January,291510,101.47,64.94,0,36.53,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,8.333333333,40,0,5.333333333,3.541666667,22.54166667,0,65,0,15,20,76,14207.59,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,98532,255.98,67.71,7.22,55.22,16,0,0,110,0,0,80,3.99,13.88,-17.04,0,1.375,1.791666667,85,1.916666667,6.375,16.66666667,47.5,3,7,16,197,149,136,18865.88,3938.43,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,344481,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,2.916666667,0,0,0.083333333,0,36.25,0,6,0,1,0,34,218.24,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,362269,70.13,64.94,0,5.19,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0.166666667,632,0,0.333333333,1.833333333,16.83333333,0,1,0,13,19,57,6440.36,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,123600,137.83,108.63,0,25,0,0,4,0,0,0,80,33.99,15.97,-17.04,0,0,5.625,808,0.583333333,3.541666667,29.41666667,82.33333333,0,16,2,68,148,145,11334.78,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,68832,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,82,0,0,0.458333333,29.33333333,0,0,0,0,1,32,4329.75,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,23761,64.28,64.28,0,0,0,0,0,0,0,0,65,0,12.93,-13.65,0,0,0,130,0,0,30.83333333,16.375,0,0,0,0,58,37,22581.25,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,307581,101.41,85.77,0.34,0,0,0,15,0,0,0,44.99,103.98,15.12,-19.2,0,0.125,1.541666667,49,2.125,5.458333333,16.54166667,8.416666667,2,6,6,12,14,40,5549.77,3138.4,ATT US,BMBPNTN450UNWUMM
2020,January,260679,81.59,81.59,0,0,0,0,0,0,0,0,44.99,93.98,12.14,-20.4,0,0,0.041666667,187,0,0.166666667,1.791666667,2.208333333,0,1,0,12,7,14,3018.57,0,ATT US,BMBPNTN450UNWUMM
2020,January,324707,240.64,64.94,0,10.36,15,0,0,150,0,0,80,3.99,11.11,-17.04,0,0,0.75,33,0.75,0.916666667,1,1.791666667,0,1,3,35,4,9,6092.78,5441.02,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,348860,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,1,0,10.66666667,2.416666667,20.5,0,0,0,9,6,17,3577.11,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,245532,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0.041666667,4,0,3.666666667,16.125,39.45833333,0,1,0,14,117,178,2273.53,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,372780,34.06,34.06,0,0,0,0,0,0,0,0,50,0,1.51,-10.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869.01,0,ATT US,Mobile Select 5GB for Aircards/MiFi 4G LTE
2020,January,372904,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,0,0,0,0.5,10.70833333,0,0,0,0,6,19,193.87,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,360410,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,4,0,0,2.083333333,20.20833333,0,0,0,0,5,37,330.37,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,372549,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,0,0,1.5,0,0.041666667,0,0,0,2,0,1,167.14,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,372676,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,43,0,0,1.416666667,17.625,0,0,0,0,5,19,2143.23,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,362165,64.28,64.28,0,0,0,0,0,0,0,0,65,0,12.93,-13.65,0,0,0,0,0,10.66666667,0.041666667,56.375,0,0,0,10,1,64,1404.93,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,359341,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,12,0,13.16666667,1.291666667,45.33333333,0,0,0,8,2,36,501.71,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,296342,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,0,0,0,2.375,4.041666667,0,0,0,0,3,8,1031.72,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,305741,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.68,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,380700,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,1,0,0,0,13.41666667,0,0,0,0,0,14,198.43,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,184512,598.78,132.96,0.42,0,175,13.2,277,0,0,0,61,0,71.96,0,0,0.25,0,209,11.66666667,0.083333333,4.25,24.91666667,1,0,12,1,13,40,4974.71,8192,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,352514,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,1.416666667,1,0,6.458333333,0,4.375,0,2,0,3,0,6,1801.18,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,344469,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,31,0,1,0.458333333,6.5,0,0,0,22,2,20,1368.31,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,5809,18.96,18.96,0,0,0,0,0,0,0,0,10,3.99,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATT US,"Mobile Select Pool for Wearables 4G LTE,National Account Discount"
2020,January,363265,111.08,70.68,0,0,35,0,5,0,0,0,55,0,15.68,0,0,0,0,2,1.125,0,0.041666667,10.33333333,0,0,3,0,1,16,716.34,1024,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,285841,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.79,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,379308,199.32,77.22,0,0,70,0.3,52,0,0,0,55,0,22.22,0,0,0,0,12,6.166666667,0,0,16.25,0,0,11,0,0,26,1906.83,2048,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,371124,62.55,62.55,0,0,0,0,0,0,0,0,80,3.99,8.72,-17.04,0,0,0.291666667,1270,0,7.375,7.5,10.375,0,1,0,188,35,76,2885.65,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,290026,240.13,95.49,133.8,10.84,0,0,0,0,0,0,80,3.99,60.66,-36.04,0,16.79166667,2.666666667,83,0,1.041666667,21.29166667,16.08333333,79,3,0,44,202,115,7818.67,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,5117,192.26,97.62,2.14,0,0,34,58,0,0,0,44.99,93.98,28.17,-20.4,0,0.5,0.041666667,157,8.125,1.708333333,11.58333333,25.58333333,4,1,48,101,33,94,10505.14,4167.29,ATT US,BMBPNTN450UNWUMM
2020,January,373005,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,12,0,1.416666667,0.666666667,5.583333333,0,0,0,5,3,14,1382.36,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,255792,298.94,77.39,0,0,210,0,12,0,0,0,61,0,16.39,0,0,0,0,93,1.375,1.958333333,28,73.54166667,0,0,8,4,65,122,14154.01,7168,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,348355,89.89,64.94,0,24.95,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,2.416666667,0,442,0,0,4.375,4.291666667,2,0,0,14,18,36,11332.05,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,2218,150.87,76.15,5.22,0,35,0.1,34,0,0,0,61,0,15.15,0,0,1.958333333,0,270,7.166666667,29,22.125,84.29166667,8,0,10,30,57,155,3482.74,1024,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,5118,44.43,44.43,0,0,0,0,0,0,0,0,80,3.99,9.6,-36.04,0,0,0,0,0,0,0,0.125,0,0,0,11,0,2,456.07,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,104992,64.25,59.07,0.18,0,0,0,0,5,0,0,65,0,7.72,-13.65,0,0.083333333,0,243,0,13.83333333,35.29166667,168.0416667,1,0,0,14,152,327,6078.46,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,18771,69.21,64.94,0,4.27,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,1.041666667,55,0,5.791666667,24.16666667,51.54166667,0,3,0,49,121,125,6190.07,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,359373,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,0,0,0,0.666666667,0.708333333,0,0,0,0,1,5,374.11,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,375615,104.54,69.54,0,0,35,0,0,0,0,0,55,0,14.54,0,0,0,0,5,0,0,1.458333333,35.41666667,0,0,0,0,5,51,3540.67,1024,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,370365,137.38,78.62,0,0,35,0,0,23.76,0,0,55,0,23.62,0,0,0,0,2,0,8.875,0,12.875,0,0,0,10,0,14,422.76,1024,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,382223,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,19,0,0,0.166666667,0.083333333,0,0,0,0,3,2,210.31,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,17431,60.08,60.08,0,0,0,0,0,0,0,0,60,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9536.4,0,Verizon US,4g Mbb 10gb Share
2020,January,356700,147.93,75.54,0,0,70,0,2,0,0,0,61,0,14.54,0,0,0,0,20,0.208333333,0,0.833333333,25.625,0,0,5,0,5,36,368.79,2048,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,268747,64.28,64.28,0,0,0,0,0,0,0,0,65,0,12.93,-13.65,0,0,0,141,0,2.833333333,12.45833333,55.04166667,0,0,0,1,45,105,6841.34,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,11842,69.15,69.15,0,0,0,0,0,0,0,0,61,0,8.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.9,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,357947,209.99,93.21,23.63,0,35,0.05,25,32.9,0,0,55,0,38.21,0,0,4.583333333,0,44,3,5.25,4.291666667,50.66666667,12,0,8,11,9,86,575.02,4096,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,174932,61.21,61.21,0,0,0,0,0,0,0,0,80,3.99,7.38,-17.04,0,0,2,748,0,3.458333333,21.04166667,42.375,0,13,0,100,166,177,8424.28,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,370484,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,18,0,3.708333333,0.791666667,11.375,0,0,0,4,4,25,4340.18,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,349638,115.75,76.35,0,0,35,0,4,0,0,0,61,0,15.35,0,0,0,0,22,0.916666667,1.333333333,3.333333333,71.41666667,0,0,2,3,23,78,5954.69,1024,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,245099,83.68,79.15,2.58,0,0,0.75,1,0,0,0,44.99,93.98,13.5,-19.2,0,0.375,4.375,340,0.166666667,6.25,5.833333333,27.16666667,3,11,4,64,53,86,21721.35,35.83,ATT US,BMBPNTN450UNWUMM
2020,January,280724,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,298,0,0,1.583333333,3.75,0,0,0,10,4,14,2772.3,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,275441,90.7,64.29,6.21,0,10,0,0,10,0,0,80,3.99,13.46,-36.04,0,4.541666667,0.041666667,0,1.625,1.541666667,0,5.375,5,1,5,8,0,14,162.36,415.18,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,78556,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,72,0,0.125,8.833333333,64.5,0,0,0,1,53,101,13734.01,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,160073,84.69,64.94,0,19.75,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0.041666667,31,0,4.666666667,5.333333333,17.75,0,1,0,75,15,56,10045.31,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,268831,113.17,66.19,3.26,43.72,0,0,0,0,0,0,80,3.99,12.36,-17.04,0,0.791666667,10.83333333,102,0,3.375,30.20833333,45.41666667,5,39,0,104,151,197,15995.95,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,370912,87.48,64.94,0,22.54,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,21,0,7,3.625,24.54166667,0,0,0,31,15,45,10736,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,343134,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,7,0,0,0,28.33333333,0,0,0,10,0,22,2214.27,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,286003,44.43,44.43,0,0,0,0,0,0,0,0,80,3.99,9.6,-36.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,160074,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,120,0,8.375,7.291666667,23.125,0,0,0,15,12,38,14152.08,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,367788,71.81,70.17,1.64,0,0,0,0,0,0,0,55,0,15.17,0,0,1,0,0,0,7.75,0.75,6.666666667,2,0,0,8,2,10,640.84,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,291538,96.26,96.26,0,0,0,0,0,0,0,0,61,15,20.26,0,0,0.291666667,0,2,0,1.916666667,4.25,15.95833333,1,0,0,2,13,16,230.26,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,374287,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,1,0,3.416666667,0,3.875,0,0,0,2,0,6,212.5,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,308342,64.28,64.28,0,0,0,0,0,0,0,0,65,0,12.93,-13.65,0,0,0,78,0,0,6.375,38.375,0,0,0,0,25,40,1593.34,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,357349,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,1,0,0,0.875,0.75,0,0,0,0,1,2,190.51,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,1683,101.08,69.17,11.11,20.8,0,0,0,0,0,0,80,3.99,15.34,-17.04,0,2.083333333,0.791666667,132,0,4.208333333,6.416666667,78.16666667,5,2,0,25,53,109,10294.08,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,7141,95.67,73.43,22.24,0,0,0,0,0,0,0,80,3.99,19.6,-17.04,0,9.083333333,1.666666667,64,0,3.833333333,0.208333333,36.75,7,2,0,91,5,40,4211.62,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,284581,194.24,69.17,0,0,90,0,0,35,0,0,65,0,17.82,-13.65,0,0,0,120,5.041666667,7.041666667,13.29166667,40,0,0,12,25,70,102,31848.45,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,287062,64.28,64.28,0,0,0,0,0,0,0,0,65,0,12.93,-13.65,0,0,0,160,0,5.416666667,1.375,2.833333333,0,0,0,12,11,20,18968.58,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,306248,64.28,64.28,0,0,0,0,0,0,0,0,65,0,12.93,-13.65,0,0,0,826,0,0.166666667,6.458333333,32.08333333,0,0,0,1,25,80,12320.77,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,342990,65.58,65.58,0,0,0,0,0,0,0,0,73,0,12.58,-20,0,0,0,156,0,0.416666667,5.125,10.875,0,0,0,4,66,117,1645.04,0,Verizon US,Unl Min 10gb Email+Mhs Shr
2020,January,112112,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,372338,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,0,0,0,1.125,8.666666667,0,0,0,0,5,26,63.94,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,288225,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,64,0,0.416666667,2.416666667,5.791666667,0,0,0,2,33,40,4449.63,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,39865,123.49,64.94,0,58.55,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0.75,1249,0,0.458333333,17.625,63.33333333,0,6,0,26,131,184,19693.59,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,349887,102.31,102.31,0,0,0,0,0,0,0,0,44.99,104.99,17.86,-20.4,0,0,0.041666667,79,0,0.541666667,18.25,19.5,0,1,0,17,56,71,6928.27,0,ATT US,BMBPNTN450UNWUMM
2020,January,307203,44.43,44.43,0,0,0,0,0,0,0,0,80,3.99,9.6,-36.04,0,0,1.208333333,48,0,0.916666667,4.416666667,18.25,0,3,0,4,7,39,778.35,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,263893,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,30,0,5.541666667,9.458333333,19.33333333,0,0,0,13,76,81,5846.87,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,72452,53.18,53.18,0,0,0,0,0,0,0,0,61,0,12.18,-20,0,0,0,583,0,0.166666667,0.708333333,3.208333333,0,0,0,1,11,31,4151.95,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,310066,511.18,72.73,16.73,17.92,234,0,0,170,0,0,80,3.99,18.9,-17.04,0,2.791666667,3.5,65,4.041666667,3.208333333,5.041666667,27.625,4,7,44,80,29,53,9575.41,6764.41,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,360673,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,14,0,0.041666667,0.25,7.75,0,0,0,1,3,8,2737.07,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,245014,64.28,64.28,0,0,0,0,0,0,0,0,65,0,12.93,-13.65,0,0,0,137,0,0.208333333,10.66666667,22.91666667,0,0,0,2,31,75,28809.22,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,357921,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,2,0,0,0.583333333,1.666666667,0,0,0,0,1,9,882.34,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,288106,179.18,98.48,5.75,0,0,9.25,45,21,0,0,44.99,93.98,29.03,-20.4,0,1.041666667,1.708333333,63,6.208333333,7.208333333,9.75,43,5,3,43,68,23,64,2248.84,5457.07,ATT US,BMBPNTN450UNWUMM
2020,January,348865,162.21,74.36,24.7,63.15,0,0,0,0,0,0,80,3.99,20.53,-17.04,0,4,1.625,1338,0,4.333333333,8.5,41.875,8,5,0,80,26,57,20805.1,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,60793,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0.791666667,247,0,4.958333333,2.875,74.08333333,0,4,0,30,15,103,4988.9,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,308341,83.49,83.49,0,0,0,0,0,0,0,0,44.99,103.98,12.84,-19.2,0,0,0,8,0,0,14.08333333,22.58333333,0,0,0,0,40,32,743.68,0,ATT US,BMBPNTN450UNWUMM
2020,January,352837,44.43,44.43,0,0,0,0,0,0,0,0,80,3.99,9.6,-36.04,0,0,0,5,0,0,0,0,0,0,0,2,0,0,35.03,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,263872,84.82,78.1,6.72,0,0,0,0,0,0,0,61,0,17.1,0,0,0.875,0,96,0,9.708333333,26.70833333,41,1,0,0,13,73,76,21256.98,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,244272,69.85,69.31,0.54,0,0,0,0,0,0,0,61,0,8.31,0,0,0.25,0,61,0,0.541666667,10.70833333,56.66666667,4,0,0,3,25,55,3600.2,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,22161,79.4,76.61,2.79,0,0,0,0,0,0,0,61,0,15.61,0,0,6.125,0,86,0,0,3.541666667,76.125,6,0,0,0,28,92,1662.76,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,352526,44.43,44.43,0,0,0,0,0,0,0,0,80,3.99,9.6,-36.04,0,0,0.708333333,3,0,1.75,1.708333333,10.875,0,1,0,3,2,18,339.55,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,372909,65.77,64.94,0,0.83,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0.041666667,3,0,0.083333333,6.666666667,9.875,0,1,0,7,13,31,5326.5,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,350418,81.59,81.59,0,0,0,0,0,0,0,0,44.99,93.98,12.14,-20.4,0,0,0,164,0,5.208333333,5,11.95833333,0,0,0,89,27,36,14628.07,0,ATT US,BMBPNTN450UNWUMM
2020,January,363980,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,1,0,0.958333333,0,19.25,0,0,0,6,0,18,2133.79,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,324222,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,19,0,0.833333333,1.791666667,20.29166667,0,0,0,1,9,32,2351.28,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,348354,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,0,0,0.291666667,2.041666667,37.66666667,0,0,0,2,7,31,801.26,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,79912,367.46,133.81,0,0,0,0.25,233,0,0,0,44.99,134.99,31.36,-20.4,0,0,5.791666667,25,32.41666667,4.916666667,6.125,32.70833333,0,7,44,42,24,61,2942.96,463.39,ATT US,BMBPNTN450UNWUMM
2020,January,259794,82.51,64.94,0,17.57,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0.833333333,1244,0,1.208333333,21.54166667,30,0,3,0,53,55,55,9502.74,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,12518,113.29,113.29,0,0,0,0,0,0,0,0,98.75,0,14.54,0,0,0,0,121,0,7.541666667,8.875,20.66666667,0,0,0,7,44,68,4364.87,0,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,275302,64.28,64.28,0,0,0,0,0,0,0,0,65,0,12.93,-13.65,0,0,0,7,0,0.041666667,3,25.83333333,0,0,0,1,7,47,2548.74,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
